ITTER107,Territorio,TIPO_DATO_FOL,Tipo dato,SEXISTAT1,Sesso,ETA1,Classe di età,TITOLO_STUDIO,Titolo di studio,TIME,Seleziona periodo,Value,Flag Codes,Flags
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q1,T1-2019,1458.065,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q2,T2-2019,1478.695,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q4,T4-2019,1478.127,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q3,T3-2019,1468.924,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020,2020,1480.715,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q2,T2-2020,1494.195,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q1,T1-2020,1557.798,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q3,T3-2020,1428.111,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q4,T4-2020,1442.754,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019,2019,8095.788,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q1,T1-2019,8079.531,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q2,T2-2019,8039.315,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q4,T4-2019,8112.737,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q3,T3-2019,8151.567,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020,2020,8174.535,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q2,T2-2020,7986.161,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q1,T1-2020,8101.161,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q3,T3-2020,8225.716,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q4,T4-2020,8385.103,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2019,2019,3415.213,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q1,T1-2019,3376.647,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q2,T2-2019,3456.387,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q4,T4-2019,3406.11,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q3,T3-2019,3421.709,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2020,2020,3480.417,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q2,T2-2020,3476.509,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q1,T1-2020,3480.056,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q3,T3-2020,3463.38,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q4,T4-2020,3501.724,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2019,2019,25078.484,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2019-Q1,T1-2019,25090.63,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2019-Q2,T2-2019,25090.311,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2019-Q4,T4-2019,25070.155,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2019-Q3,T3-2019,25062.839,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2020,2020,25083.278,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2020-Q2,T2-2020,25100.123,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2020-Q1,T1-2020,25080.429,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2020-Q3,T3-2020,25092.338,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),1,maschi,Y_GE15,15 anni e più,99,totale,2020-Q4,T4-2020,25060.224,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019,2019,5259.467,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q1,T1-2019,5288.934,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q2,T2-2019,5282.953,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q4,T4-2019,5192.171,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q3,T3-2019,5273.812,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020,2020,5168.744,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q2,T2-2020,5310.005,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q1,T1-2020,5115.038,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q3,T3-2020,5316.896,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q4,T4-2020,4933.036,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2019,2019,7921.766,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q1,T1-2019,7990.688,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q2,T2-2019,7956.344,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q4,T4-2019,7919.903,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q3,T3-2019,7820.126,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2020,2020,7879.803,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q2,T2-2020,7908.585,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q1,T1-2020,7977.349,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q3,T3-2020,7788.344,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q4,T4-2020,7844.935,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019,2019,1390.688,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q1,T1-2019,1374.391,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q2,T2-2019,1362.245,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q4,T4-2019,1417.936,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q3,T3-2019,1408.18,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020,2020,1360.079,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q2,T2-2020,1300.061,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q1,T1-2020,1381.569,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q3,T3-2020,1343.964,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q4,T4-2020,1414.724,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019,2019,7981.293,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q1,T1-2019,7922.149,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q2,T2-2019,7977.801,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q4,T4-2019,7975.666,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q3,T3-2019,8049.558,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020,2020,8021.97,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q2,T2-2020,8027.064,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q1,T1-2020,7944.473,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q3,T3-2020,8062.08,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q4,T4-2020,8054.262,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2019,2019,4361.724,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q1,T1-2019,4352,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q2,T2-2019,4345.334,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q4,T4-2019,4397.488,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q3,T3-2019,4352.074,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2020,2020,4463.346,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q2,T2-2020,4374.569,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q1,T1-2020,4486.03,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q3,T3-2020,4381.605,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,11,laurea e post-laurea,2020-Q4,T4-2020,4611.182,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2019,2019,26914.938,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2019-Q1,T1-2019,26928.162,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2019-Q2,T2-2019,26924.676,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2019-Q4,T4-2019,26903.163,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2019-Q3,T3-2019,26903.751,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2020,2020,26893.942,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2020-Q2,T2-2020,26920.284,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2020-Q1,T1-2020,26904.458,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2020-Q3,T3-2020,26892.889,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),2,femmine,Y_GE15,15 anni e più,99,totale,2020-Q4,T4-2020,26858.139,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019,2019,8425.362,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q1,T1-2019,8500.783,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q2,T2-2019,8462.949,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q4,T4-2019,8306.097,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2019-Q3,T3-2019,8431.62,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020,2020,8262.985,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q2,T2-2020,8500.936,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q1,T1-2020,8162.753,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q3,T3-2020,8507.952,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,3,"licenza di scuola elementare, nessun titolo di studio",2020-Q4,T4-2020,7880.297,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2019,2019,16852.401,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q1,T1-2019,16955.227,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q2,T2-2019,16892.263,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q4,T4-2019,16879.158,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2019-Q3,T3-2019,16682.956,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2020,2020,16733.174,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q2,T2-2020,16860.911,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q1,T1-2020,16871.048,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q3,T3-2020,16572.42,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,4,licenza di scuola media,2020-Q4,T4-2020,16628.317,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019,2019,2861.641,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q1,T1-2019,2832.456,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q2,T2-2019,2840.939,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q4,T4-2019,2896.063,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2019-Q3,T3-2019,2877.105,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020,2020,2840.794,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q2,T2-2020,2794.257,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q1,T1-2020,2939.367,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q3,T3-2020,2772.075,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,5,diploma 2-3 anni (qualifica professionale),2020-Q4,T4-2020,2857.478,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019,2019,16077.081,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q1,T1-2019,16001.68,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q2,T2-2019,16017.116,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q4,T4-2019,16088.403,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2019-Q3,T3-2019,16201.125,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020,2020,16196.505,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q2,T2-2020,16013.225,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q1,T1-2020,16045.633,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q3,T3-2020,16287.796,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,6,diploma 4-5 anni (maturità),2020-Q4,T4-2020,16439.364,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,11,laurea e post-laurea,2019,2019,7776.937,,
IT,Italia,POP_15,popolazione 15 anni e oltre (migliaia),9,totale,Y_GE15,15 anni e più,11,laurea e post-laurea,2019-Q1,T1-2019,7728.647,,
